,Year,AreaHa,Shape__Length,StartDate,Label,FireName
6501,2004,240000.0,1930,2004-10-08,2004-05 Wildfire,Little Capertee Creek
6502,2004,10000.0,356,2004-10-15,2004-05 Wildfire,Vale of Avoca
6503,2004,10000.0,435,2004-11-03,2004-05 Wildfire,Sentinel Mount
6504,2004,170000.0,1913,2004-12-01,2004-05 Wildfire,Sarinen
6505,2004,10000.0,403,2004-12-01,2004-05 Wildfire,Scrubby Creek
6506,2004,520000.0,2938,2004-12-19,2004-05 Wildfire,Sunnyside Ridge
6507,2004,10000.0,536,2004-12-24,2004-05 Wildfire,Mt Harvey
6508,2004,10000.0,434,2004-12-25,2004-05 Wildfire,Avisford 946
6510,2004,10000.0,437,2005-01-15,2004-05 Wildfire,Culoul Creek
6511,2004,0.0,215,2004-12-22,2004-05 Wildfire,Wombats Revenge
6512,2004,0.0,215,2005-01-15,2004-05 Wildfire,Woodford 625
6513,2004,10000.0,460,2005-01-12,2004-05 Wildfire,Bob Turners Track
6514,2004,0.0,345,2005-01-20,2004-05 Wildfire,Evans Crown NR
6515,2004,80000.0,1141,2005-01-14,2004-05 Wildfire,Tambo Creek
6518,2004,0.0,47,2004-08-10,2004-05 Wildfire,4 Leisure Close
6519,2004,0.0,27,2004-09-11,2004-05 Wildfire,Bobbin Head Picnic Area
6520,2004,0.0,283,2005-01-06,2004-05 Wildfire,Gentlemans Halt Fire
6521,2004,10000.0,418,2004-10-27,2004-05 Wildfire,Bulli Tops
6522,2004,10000.0,365,2004-10-27,2004-05 Wildfire,Sublime Point
6523,2004,0.0,190,2004-10-28,2004-05 Wildfire,Quibray Bay 1
6524,2004,0.0,585,2004-10-28,2004-05 Wildfire,Quibray Bay 1
6525,2004,0.0,263,2004-11-27,2004-05 Wildfire,Car Fire Audley
6526,2004,10000.0,362,2004-11-27,2004-05 Wildfire,Kingfisher Pool
6527,2004,170000.0,2221,2004-11-28,2004-05 Wildfire,Gate 2
6528,2004,0.0,128,2004-12-01,2004-05 Wildfire,Bundeena Car
6529,2004,0.0,124,2004-12-06,2004-05 Wildfire,Cabin Fire Bonnie Vale
6530,2004,0.0,141,2005-01-01,2004-05 Wildfire,Jacana Grove Cubby
6531,2004,0.0,214,2005-01-01,2004-05 Wildfire,Yena Gap
6532,2004,10000.0,368,2005-01-03,2004-05 Wildfire,Costens Point
6533,2004,50000.0,832,2005-01-06,2004-05 Wildfire,Jibbon Point Trail
6534,2004,0.0,127,2005-01-19,2004-05 Wildfire,"Lady Carrington Dr, Karani Bro"
6535,2004,0.0,236,2005-02-18,2004-05 Wildfire,Lady Carrington Dr
6536,2004,0.0,280,2005-01-03,2004-05 Wildfire,East Heathcote
6537,2004,0.0,236,2005-02-08,2004-05 Wildfire,Werri Berri
6538,2004,0.0,264,2004-08-13,2004-05 Wildfire,Rangers Residence
6539,2004,80000.0,1824,2004-07-06,2004-05 Wildfire,"WSRP Wildfire 2, Sugarloaf"
6540,2004,0.0,79,2004-09-07,2004-05 Wildfire,South Down Road
6541,2004,80000.0,1285,2004-09-27,2004-05 Wildfire,Cowpasture Rd - Dairy
6542,2004,0.0,118,2004-10-14,2004-05 Wildfire,Horsely Drive
6543,2004,10000.0,638,2004-07-01,2004-05 Wildfire,Mulgoa 04-1
6544,2004,10000.0,532,2004-07-01,2004-05 Wildfire,Leacock 04-2
6545,2004,0.0,547,2004-08-22,2004-05 Wildfire,Leacock 04-3
6546,2004,20000.0,725,2004-09-09,2004-05 Wildfire,Leacock 04-4
6547,2004,0.0,352,2004-10-07,2004-05 Wildfire,Dobroyd Head / Grotto Point
6548,2004,0.0,70,2004-11-11,2004-05 Wildfire,Schofield Road
6549,2004,0.0,22,2004-11-11,2004-05 Wildfire,Schofield Road
6550,2004,0.0,7,2004-11-21,2004-05 Wildfire,Horse jumps near dam
6551,2004,0.0,85,2004-11-30,2004-05 Wildfire,Schofield Road
6552,2004,0.0,56,2004-12-01,2004-05 Wildfire,Old Pitt Town Road
6553,2004,0.0,314,2004-12-19,2004-05 Wildfire,Wolli Ck - 3
6554,2004,0.0,311,2004-12-21,2004-05 Wildfire,Wolli Ck - 4
6555,2004,0.0,171,2004-12-26,2004-05 Wildfire,Wolli Creek - 2
6556,2004,0.0,312,2004-10-16,2004-05 Wildfire,Wolli Creek - 1
6557,2004,10000.0,443,2005-01-02,2004-05 Wildfire,Wolli Creek - 5
6558,2004,0.0,457,2005-01-10,2004-05 Wildfire,MNR2
6559,2004,0.0,108,2005-01-15,2004-05 Wildfire,Dormitory Hill Road
6560,2004,20000.0,604,2005-01-12,2004-05 Wildfire,MNR3
6561,2004,30000.0,772,2005-01-12,2004-05 Wildfire,MNR4
6562,2004,10000.0,509,2005-01-13,2004-05 Wildfire,MNR5
6563,2004,0.0,210,2005-02-25,2004-05 Wildfire,Kedumba River
6564,2004,90000.0,1329,2005-02-26,2004-05 Wildfire,Malcolm's Gully
6565,2004,10000.0,483,2004-12-20,2004-05 Wildfire,Rocky Waterholes
6566,2004,0.0,143,2004-07-04,2004-05 Wildfire,Wamberal
6567,2004,290000.0,2584,2004-07-04,2004-05 Wildfire,Bicentenary
6568,2004,10000.0,388,2004-09-12,2004-05 Wildfire,Sanny Depot
6569,2004,20000.0,849,2004-09-26,2004-05 Wildfire,Wishing Well
6570,2004,0.0,171,2004-10-11,2004-05 Wildfire,Konda Road
6571,2004,0.0,162,2004-10-12,2004-05 Wildfire,Quarry Road
6572,2004,0.0,118,2004-10-12,2004-05 Wildfire,Pacific Hwy
6573,2004,0.0,89,2004-10-14,2004-05 Wildfire,Somersby Falls
6574,2004,0.0,159,2004-10-14,2004-05 Wildfire,Mt White
6575,2004,1000000.0,5768,2004-11-06,2004-05 Wildfire,Chain Valley Bay
6576,2004,0.0,320,2004-11-28,2004-05 Wildfire,Crangan Bay
6577,2004,10000.0,450,2004-11-07,2004-05 Wildfire,Ingles Road
6578,2004,0.0,318,2004-11-15,2004-05 Wildfire,Safe Pt Fire Trail
6579,2004,0.0,138,2004-12-23,2004-05 Wildfire,Blue Wren Drive
6580,2004,220000.0,2761,2004-12-28,2004-05 Wildfire,Left Arm
6581,2004,0.0,316,2005-01-16,2004-05 Wildfire,Stony Skillion
6582,2004,0.0,152,2005-06-22,2004-05 Wildfire,Top of Gorge
6594,2004,0.0,112,2005-02-08,2004-05 Wildfire,Schofield Road 3
6595,2004,0.0,69,2005-02-08,2004-05 Wildfire,Schofield Road 2
6596,2004,0.0,24,2005-06-09,2004-05 Wildfire,Bundeena Drive and Sir Bertram
6597,2004,0.0,25,2005-05-05,2004-05 Wildfire,Governor Game Lookout
6598,2004,0.0,8,2005-03-14,2004-05 Wildfire,Alambiel Flat Fire
6599,2004,0.0,6,2005-05-05,2004-05 Wildfire,Flat Rock
6600,2004,0.0,37,2005-04-11,2004-05 Wildfire,Erskine Creek
6601,2005,0.0,167,2005-08-14,2005-06 Wildfire,Faulconbridge Helipad
6603,2005,20000.0,595,2005-08-27,2005-06 Wildfire,Hutchinson's Road
6604,2005,0.0,108,2005-09-24,2005-06 Wildfire,Jellybean
6605,2005,80000.0,1051,2005-10-03,2005-06 Wildfire,Baal Bone
6606,2005,100000.0,1278,2005-10-06,2005-06 Wildfire,Birds Hut
6607,2005,20000.0,847,2005-12-07,2005-06 Wildfire,Little Hartley
6608,2005,2440000.0,10124,2005-12-16,2005-06 Wildfire,Wollemi 696
6609,2005,20000.0,628,2006-01-02,2005-06 Wildfire,Rocky Creek
6610,2005,0.0,212,2005-10-11,2005-06 Wildfire,Kedumba Creek
6611,2005,50000.0,1021,2005-12-24,2005-06 Wildfire,Upper Colo Rd
6612,2005,10000.0,445,2006-01-23,2005-06 Wildfire,Crows Nest
6613,2004,0.0,264,2004-07-04,2004-05 Wildfire,Wamberal
6614,2005,10000.0,442,2005-02-13,2005-06 Wildfire,Chinamans Swamp
6615,2005,0.0,86,2005-10-05,2005-06 Wildfire,Bulgo Fire
6616,2005,0.0,260,2005-12-22,2005-06 Wildfire,Washery Fire
6617,2005,0.0,255,2005-12-26,2005-06 Wildfire,Burragorang Road Fire
6618,2005,0.0,251,2006-02-24,2005-06 Wildfire,Potter Point Car Fire
6619,2005,0.0,16,2006-02-04,2005-06 Wildfire,Mickeys Point Beach
6620,2005,10000.0,512,2005-09-23,2005-06 Wildfire,Leacock 05-4
6621,2005,0.0,137,2005-12-16,2005-06 Wildfire,Leacock 05-7
6622,2005,0.0,58,2005-11-03,2005-06 Wildfire,Pittown - Dural Rd
6623,2005,0.0,173,2005-11-03,2005-06 Wildfire,Avondale Rd
6624,2005,0.0,537,2005-10-27,2005-06 Wildfire,Cemetry
6625,2005,0.0,294,2006-02-05,2005-06 Wildfire,Wolli Creek
6626,2005,20000.0,609,2005-08-11,2005-06 Wildfire,Waratah Bay Fire
6627,2005,20000.0,718,2005-09-15,2005-06 Wildfire,Firefield
6628,2005,0.0,277,2005-07-27,2005-06 Wildfire,Hornsby Pool Fire
6629,2005,10000.0,636,2005-12-10,2005-06 Wildfire,Browns Water Hole Fire
6630,2005,0.0,25,2005-12-11,2005-06 Wildfire,Max Allen Park
6631,2005,0.0,28,2005-12-11,2005-06 Wildfire,Max Allen Park
6632,2005,0.0,79,2005-12-21,2005-06 Wildfire,Tanglewood Road
6633,2005,130000.0,2286,2006-01-01,2005-06 Wildfire,Belrose Tip Fire
6635,2005,0.0,12,2005-08-13,2005-06 Wildfire,Red Jucks F/T
6653,2005,80000.0,1170,2006-04-26,2005-06 Wildfire,Bald Head
6654,2005,510000.0,3988,2006-03-05,2005-06 Wildfire,Queens Pinch Road
6655,2005,0.0,262,2005-10-03,2005-06 Wildfire,Bastard Point
6656,2005,10000.0,438,2005-11-14,2005-06 Wildfire,Jelly Bean Pool 2
6657,2005,30000.0,630,2005-12-07,2005-06 Wildfire,Hawkesbury Lookout
6659,2005,0.0,302,2006-04-06,2005-06 Wildfire,Loftus
6660,2005,0.0,245,2006-03-12,2005-06 Wildfire,Stokes Creek
6661,2005,0.0,243,2006-02-10,2005-06 Wildfire,Picnic Point
6662,2005,0.0,42,2006-03-21,2005-06 Wildfire,Temptation Creek
6663,2005,0.0,94,2006-03-21,2005-06 Wildfire,Temptation Creek
6666,2006,30000.0,674,2006-12-09,2006-07 Wildfire,Felled Timber
6667,2006,0.0,1,2006-08-27,2006-07 Wildfire,Moonrise WSRP
6668,2006,0.0,41,2006-09-01,2006-07 Wildfire,Cycle Track 1
6669,2006,0.0,34,2006-09-01,2006-07 Wildfire,Cycle Track 2
6670,2006,860000.0,3996,2006-09-24,2006-07 Wildfire,Scheyville Wildfire
6671,2006,1020000.0,5281,2006-09-24,2006-07 Wildfire,Scheyville Wildfire
6672,2006,30000.0,788,2006-10-11,2006-07 Wildfire,Gulguer Gorge Fire
6673,2006,0.0,8,2006-10-13,2006-07 Wildfire,WH 1
6674,2006,0.0,7,2006-10-13,2006-07 Wildfire,WH 2
6675,2006,0.0,3,2006-10-18,2006-07 Wildfire,SEIC
6676,2006,0.0,24,2006-10-23,2006-07 Wildfire,Pratia Place Fire
6677,2006,0.0,20,2006-10-12,2006-07 Wildfire,Oriole St
6678,2006,0.0,158,2006-12-14,2006-07 Wildfire,Sir John Jamison Cct F
6679,2006,10000.0,480,2007-01-20,2006-07 Wildfire,Tarra Fire
6680,2006,10000.0,573,2007-01-23,2006-07 Wildfire,Cemetery Fire
6681,2006,140000.0,3313,2006-09-24,2006-07 Wildfire,Singleton Road Fire
6682,2006,0.0,201,2006-09-19,2006-07 Wildfire,Chase Road Fire
6683,2006,3860000.0,8384,2006-09-24,2006-07 Wildfire,Charcoal Road Fire
6684,2006,1650000.0,5404,2006-09-24,2006-07 Wildfire,Charcoal Road Fire
6685,2006,2570000.0,9074,2006-10-08,2006-07 Wildfire,Wakehurst Parkway Fire
6686,2006,0.0,325,2006-10-08,2006-07 Wildfire,Wakehurst Parkway Fire
6687,2006,0.0,54,2006-10-14,2006-07 Wildfire,Chase Road 2
6688,2006,0.0,62,2006-08-24,2006-07 Wildfire,Cascades
6689,2006,0.0,170,2006-12-01,2006-07 Wildfire,Rowland Village
6695,2006,0.0,42,2006-09-30,2006-07 Wildfire,Crossland Rd
6698,2006,80000.0,1350,2007-01-21,2006-07 Wildfire,Mt Ku-ring-gai Fire
6699,2006,60000.0,1624,2007-01-21,2006-07 Wildfire,Mt Ku-ring-gai Fire
6700,2006,10170000.0,26377,2007-01-21,2006-07 Wildfire,Mt Ku-ring-gai Fire
6704,2006,0.0,320,2007-01-13,2006-07 Wildfire,Wongalee
6705,2006,0.0,313,2007-02-20,2006-07 Wildfire,Wilpen
6706,2006,0.0,204,2007-02-06,2006-07 Wildfire,The Range
6707,2006,150000.0,1869,2007-02-03,2006-07 Wildfire,Oaky
6708,2006,0.0,432,2007-02-04,2006-07 Wildfire,Myrtle
6709,2006,50000.0,1192,2007-01-13,2006-07 Wildfire,Mt Gang Gang
6710,2006,10000.0,497,2007-02-03,2006-07 Wildfire,Meade
6711,2006,0.0,248,2007-01-13,2006-07 Wildfire,Birds Hut
6712,2006,50000.0,879,2007-02-03,2006-07 Wildfire,Lee Creek
6713,2006,0.0,163,2007-02-07,2006-07 Wildfire,Balagorang
6715,2006,0.0,36,2007-02-07,2006-07 Wildfire,Murrumbo 2 - ignition point on
6716,2006,40000.0,1093,2007-01-13,2006-07 Wildfire,Blackwater
6717,2006,0.0,302,2007-02-08,2006-07 Wildfire,Honeysuckle
6718,2006,10000.0,363,2007-02-08,2006-07 Wildfire,Elyl
6719,2006,0.0,320,2007-02-07,2006-07 Wildfire,Middle Creek
6720,2006,20000.0,523,2006-10-25,2006-07 Wildfire,Toomgo Hill
6721,2006,0.0,299,2007-02-07,2006-07 Wildfire,Wheelbarrow Mountain
6722,2006,20000.0,624,2006-12-14,2006-07 Wildfire,Bluff
6724,2006,50000.0,1755,2006-08-09,2006-07 Wildfire,Bindo Tower
6725,2006,0.0,419,2006-09-23,2006-07 Wildfire,Daylight Creek Road
6726,2006,450000.0,2985,2006-09-23,2006-07 Wildfire,Back Swamp
6727,2006,180000.0,1881,2006-09-23,2006-07 Wildfire,Back Swamp
6729,2006,30000.0,655,2006-11-02,2006-07 Wildfire,Colong Creek
6730,2006,10000.0,407,2006-11-02,2006-07 Wildfire,Burra Gunama
6733,2006,20000.0,646,2006-11-13,2006-07 Wildfire,Wollemi Complex-Coricudgy
6734,2006,10000.0,550,2006-11-13,2006-07 Wildfire,Wollemi Complex-Coricudgy
6735,2006,80000.0,1198,2006-11-13,2006-07 Wildfire,Wollemi Complex-Coricudgy
6738,2006,20000.0,712,2006-12-11,2006-07 Wildfire,Tootie Creek
6739,2006,0.0,252,2006-11-14,2006-07 Wildfire,Burra Korain
6740,2006,30000.0,758,2006-11-14,2006-07 Wildfire,Burra Korain
6741,2006,110000.0,4186,2006-11-14,2006-07 Wildfire,Lawsons Long Alley
6742,2006,100000.0,2699,2006-11-14,2006-07 Wildfire,Lawsons Long Alley
6743,2006,410000.0,6746,2006-11-14,2006-07 Wildfire,Lawsons Long Alley
6744,2006,30000.0,3107,2006-11-14,2006-07 Wildfire,Lawsons Long Alley
6745,2006,180000.0,2017,2006-11-14,2006-07 Wildfire,Lawsons Long Alley
6746,2006,300000.0,2811,2006-11-14,2006-07 Wildfire,Lawsons Long Alley
6747,2006,30000.0,952,2006-11-14,2006-07 Wildfire,Lawsons Long Alley
6748,2006,20000.0,571,2006-11-14,2006-07 Wildfire,Lawsons Long Alley
6749,2006,146440000.0,150149,2006-11-14,2006-07 Wildfire,Lawsons Long Alley
6750,2006,4260000.0,17673,2006-11-14,2006-07 Wildfire,Lawsons Long Alley
6751,2006,880000.0,8070,2006-11-14,2006-07 Wildfire,Lawsons Long Alley
6752,2006,0.0,103,2006-11-22,2006-07 Wildfire,Bylong Complex
6753,2006,0.0,62,2006-11-22,2006-07 Wildfire,Bylong Complex
6754,2006,0.0,163,2006-11-22,2006-07 Wildfire,Bylong Complex
6755,2006,0.0,100,2006-11-22,2006-07 Wildfire,Bylong Complex
6756,2006,0.0,108,2006-11-22,2006-07 Wildfire,Bylong Complex
6757,2006,67190000.0,84949,2006-11-22,2006-07 Wildfire,Bylong Complex
6758,2006,640000.0,3797,2006-11-22,2006-07 Wildfire,Bylong Complex
6759,2006,10000.0,473,2006-11-28,2006-07 Wildfire,Wallaby Rock
6760,2006,20000.0,758,2006-11-28,2006-07 Wildfire,Wallaby Rock
6761,2006,37000000.0,73742,2006-11-28,2006-07 Wildfire,Wallaby Rock
6762,2006,30000.0,789,2006-11-28,2006-07 Wildfire,Wallaby Rock
6763,2006,130710000.0,108558,2006-11-21,2006-07 Wildfire,Stoney Waterhole
6764,2006,120000.0,1276,2006-09-22,2006-07 Wildfire,"Tablelands Road, Wentworth Fal"
6765,2006,2170000.0,20121,2006-11-19,2006-07 Wildfire,20 Forrests
6766,2006,10000.0,388,2006-11-28,2006-07 Wildfire,Wondabyne Fire
6767,2006,0.0,265,2006-11-29,2006-07 Wildfire,Wedderburn Fire
6768,2006,20000.0,567,2006-11-29,2006-07 Wildfire,Little Mogo Creek
6769,2006,200000.0,1969,2006-11-28,2006-07 Wildfire,Mt Simpson
6770,2006,380000.0,2824,2006-11-28,2006-07 Wildfire,Stevey's Forest Oakdale
6771,2006,10000.0,486,2006-12-09,2006-07 Wildfire,Dun Dun 2
6772,2006,0.0,268,2006-12-10,2006-07 Wildfire,Grathlyn
6773,2006,3270000.0,7931,2006-12-11,2006-07 Wildfire,"Bush Fire - Cranebrook Road, L"
6774,2006,340000.0,3172,2006-12-21,2006-07 Wildfire,Burkes Creek
6775,2006,60000.0,1319,2006-12-22,2006-07 Wildfire,Veterans Pde
6776,2006,0.0,254,2006-12-22,2006-07 Wildfire,Veterans Pde
6777,2006,0.0,246,2006-12-22,2006-07 Wildfire,Veterans Pde
6778,2006,10000.0,415,2006-11-22,2006-07 Wildfire,Yarramung Creek
6779,2006,250000.0,2021,2006-08-23,2006-07 Wildfire,Biriganbil - Ford's Place
6780,2006,3840000.0,10649,2006-11-29,2006-07 Wildfire,Zig Zag Fire
6781,2006,2130000.0,8269,2006-11-28,2006-07 Wildfire,Worleys Creek
6782,2006,5210000.0,21820,2006-11-28,2006-07 Wildfire,Worleys Creek
6783,2006,40000.0,843,2006-12-13,2006-07 Wildfire,Crumps Rd Corrabare
6784,2006,150000.0,1550,2006-12-11,2006-07 Wildfire,Webbs Creek
6785,2006,10000.0,485,2006-12-11,2006-07 Wildfire,Rush Creek
6786,2006,220000.0,3004,2006-12-19,2006-07 Wildfire,Adams Road
6787,2006,0.0,161,2006-12-22,2006-07 Wildfire,Pleasure Point HR
6788,2006,300000.0,2314,2006-07-11,2006-07 Wildfire,Camelot
6789,2006,270000.0,2509,2006-08-22,2006-07 Wildfire,Sheppards Drive
6790,2006,1380000.0,4906,2006-08-23,2006-07 Wildfire,Stony Hill
6791,2006,0.0,363,2006-09-18,2006-07 Wildfire,Blackwall Mountain
6792,2006,2090000.0,8974,2006-09-24,2006-07 Wildfire,s44 - Redhead fire
6793,2006,600000.0,4309,2006-09-24,2006-07 Wildfire,Spring Farm
6794,2006,280000.0,2171,2006-10-12,2006-07 Wildfire,Heddon Greta
6795,2006,10000.0,447,2006-10-12,2006-07 Wildfire,Cowparlor
6796,2006,140000.0,1518,2006-10-30,2006-07 Wildfire,Cordeaux Road - Mt Kembla
6797,2006,190000.0,1985,2006-10-29,2006-07 Wildfire,Harris Creek Fire
6798,2006,30000.0,787,2006-11-22,2006-07 Wildfire,Myrtle Creek
6799,2006,40000.0,804,2006-09-24,2006-07 Wildfire,Razorback - Cherry Tree Hill
6800,2006,40000.0,803,2006-09-24,2006-07 Wildfire,Tuckermans Road
6801,2006,950000.0,4683,2006-09-17,2006-07 Wildfire,The Woolwash (Army Range)
6802,2006,280000.0,3113,2006-09-24,2006-07 Wildfire,O'Hares
6803,2006,1020000.0,11424,2006-09-23,2006-07 Wildfire,Walkers Ridge Fire
6804,2006,560000.0,6155,2006-09-23,2006-07 Wildfire,Walkers Ridge Fire
6805,2006,230000.0,1905,2006-09-23,2006-07 Wildfire,Walkers Ridge Fire
6806,2006,180000.0,4540,2006-09-23,2006-07 Wildfire,Walkers Ridge Fire
6807,2006,90000.0,1098,2006-10-14,2006-07 Wildfire,Nattai
6808,2006,390000.0,3422,2006-10-14,2006-07 Wildfire,Cecil Hills
6809,2006,0.0,202,2006-10-14,2006-07 Wildfire,Cecil Hills
6810,2006,10000.0,513,2006-10-14,2006-07 Wildfire,Cecil Hills
6811,2006,390000.0,3313,2006-10-12,2006-07 Wildfire,Darling Ave
6812,2006,60000.0,1003,2006-10-27,2006-07 Wildfire,Olive Patch
6813,2006,110000.0,1690,2006-10-30,2006-07 Wildfire,Cranebrook
6814,2006,2640000.0,10626,2006-09-24,2006-07 Wildfire,Wollondilly Complex
6815,2006,10000.0,451,2006-11-22,2006-07 Wildfire,Mount Penny
6816,2006,70000.0,1247,2006-11-27,2006-07 Wildfire,GRROS - Airds
6817,2006,140000.0,1610,2006-11-23,2006-07 Wildfire,Mulvanes Creek
6818,2006,10000.0,495,2007-01-16,2006-07 Wildfire,The Rock
6819,2006,230000.0,1970,2007-01-13,2006-07 Wildfire,Walkers Ridge Rd
6820,2006,120000.0,1700,2007-02-05,2006-07 Wildfire,Peppin Park
6821,2006,20000.0,748,2007-01-11,2006-07 Wildfire,Guymers
6822,2006,20000.0,645,2007-01-12,2006-07 Wildfire,Dry Arm
6823,2006,30000.0,850,2007-01-16,2006-07 Wildfire,Picnic Grove HR
6824,2006,170000.0,1570,2007-01-14,2006-07 Wildfire,Andrews Point Trail Fire
6825,2006,120000.0,1747,2007-01-13,2006-07 Wildfire,Scrub Alight - Singleton
6826,2006,230000.0,2647,2007-01-23,2006-07 Wildfire,Yarrunga Rd
6827,2006,200000.0,1715,2007-02-03,2006-07 Wildfire,Ward Road Fire
6828,2006,30000.0,786,2006-08-17,2006-07 Wildfire,Killbride
6831,2006,0.0,309,2007-02-18,2006-07 Wildfire,Licking Hole Creek
6832,2006,0.0,324,2007-02-08,2006-07 Wildfire,Wocaco
6837,2006,0.0,276,2007-01-14,2006-07 Wildfire,Culoul Range
6838,2006,20000.0,602,2007-01-14,2006-07 Wildfire,Tinda Creek
6848,2006,10000.0,419,2006-12-30,2006-07 Wildfire,Sunnyside Ridge
6849,2006,10000.0,366,2006-12-11,2006-07 Wildfire,Clews Ridge
6850,2006,10000.0,426,2006-12-11,2006-07 Wildfire,Angorawa
6854,2006,0.0,179,2006-10-08,2006-07 Wildfire,Burning Palms
6856,2006,0.0,258,2006-12-10,2006-07 Wildfire,Yena Picnic Area
6857,2006,30000.0,697,2006-12-11,2006-07 Wildfire,Little River 2
6858,2006,40000.0,766,2006-12-18,2006-07 Wildfire,Stanwell Park
6859,2006,0.0,309,2006-10-26,2006-07 Wildfire,Burragorang Road
6861,2006,20000.0,548,2007-01-22,2006-07 Wildfire,Middleton Road
6862,2006,0.0,236,2007-02-07,2006-07 Wildfire,Metro Catchment
6864,2006,40000.0,868,2006-09-21,2006-07 Wildfire,Pelican Beach FIre
6865,2006,0.0,288,2006-12-20,2006-07 Wildfire,Pelican Point Road
6866,2006,0.0,214,2006-12-20,2006-07 Wildfire,Pelican Point Road
6867,2006,30000.0,1034,2006-12-09,2006-07 Wildfire,Awaba Bay (Alexanders)
6868,2006,10000.0,586,2006-12-08,2006-07 Wildfire,Bolton Point (1)
6869,2006,0.0,219,2006-12-22,2006-07 Wildfire,Awaba Bay (North)
6870,2006,340000.0,2676,2006-12-01,2006-07 Wildfire,Halfway House FIre
6871,2006,170000.0,1660,2006-11-29,2006-07 Wildfire,Monundilla (North)
6872,2006,10000.0,361,2006-12-14,2006-07 Wildfire,Roses Ck Fire
6873,2006,6840000.0,18577,2006-11-13,2006-07 Wildfire,Dingo Creek Fire
6875,2006,10000.0,529,2006-11-13,2006-07 Wildfire,Gungalwa
6877,2006,690000.0,4592,2006-09-24,2006-07 Wildfire,Horseshoe 06
6878,2006,20000.0,723,2006-10-31,2006-07 Wildfire,Arndell
6879,2006,190000.0,2102,2006-09-24,2006-07 Wildfire,Ruebens 06
6880,2006,1550000.0,5262,2006-09-24,2006-07 Wildfire,Neath
6881,2006,30000.0,884,2006-12-21,2006-07 Wildfire,Burtons Creek FIre
6882,2006,390000.0,3150,2006-12-11,2006-07 Wildfire,Baerami Creek
6884,2006,40000.0,862,2006-11-29,2006-07 Wildfire,Right Hand Creek
6886,2006,110000.0,1419,2006-11-29,2006-07 Wildfire,Elyl South
6887,2006,0.0,295,2006-11-20,2006-07 Wildfire,Red Gums
6888,2006,0.0,252,2006-11-11,2006-07 Wildfire,Norah Head
6889,2006,30000.0,718,2006-09-04,2006-07 Wildfire,Norah Head
6890,2006,630000.0,3547,2007-01-21,2006-07 Wildfire,Raspberry Clear Fire
6891,2006,1720000.0,6734,2007-01-21,2006-07 Wildfire,Sheep Skin Hut Fire
6892,2006,0.0,282,2007-02-10,2006-07 Wildfire,Wellum Lake
6893,2006,10000.0,536,2007-01-13,2006-07 Wildfire,Mudgee Creek
6894,2006,30000.0,643,2007-01-13,2006-07 Wildfire,Fire 312
6895,2006,480000.0,2748,2007-01-13,2006-07 Wildfire,Devils Hole
6896,2006,600000.0,4746,2006-11-02,2006-07 Wildfire,Webbs Creek
6897,2006,19700000.0,29401,2007-01-21,2006-07 Wildfire,Lower Mangrove
6898,2006,0.0,223,2006-10-28,2006-07 Wildfire,Daleys Point
6899,2006,30000.0,1089,2006-10-28,2006-07 Wildfire,Daleys Point
6900,2006,60000.0,1161,2006-09-24,2006-07 Wildfire,Pacific Hwy Kariong
6901,2006,680000.0,5255,2006-10-03,2006-07 Wildfire,Crafts Creek Fire
6902,2006,20000.0,622,2006-12-11,2006-07 Wildfire,Wellums
6903,2006,1630000.0,8621,2007-01-21,2006-07 Wildfire,Bunning Fire
6904,2006,0.0,34,2007-02-06,2006-07 Wildfire,Spoon Bay Carpark
6905,2006,0.0,409,2007-02-16,2006-07 Wildfire,Rileys Island
6906,2006,10000.0,439,2007-02-16,2006-07 Wildfire,Munmorah
6907,2006,0.0,141,2007-02-03,2006-07 Wildfire,Awaba Bay 4
6908,2006,0.0,87,2007-02-03,2006-07 Wildfire,Awaba Bay 4
6909,2006,20000.0,781,2007-02-04,2006-07 Wildfire,Awaba Bay 6
6910,2006,70000.0,1121,2006-11-13,2006-07 Wildfire,Wollemi Complex-Coricudgy
6911,2006,20000.0,592,2006-11-13,2006-07 Wildfire,Wollemi Complex-Coricudgy
6912,2006,70000.0,1456,2006-11-13,2006-07 Wildfire,Wollemi Complex-Coricudgy
6913,2006,5130000.0,21465,2006-11-13,2006-07 Wildfire,Wollemi Complex-Coricudgy
6914,2006,210000.0,2093,2006-11-13,2006-07 Wildfire,Coricudgy Fire
6915,2006,6030000.0,16736,2006-09-24,2006-07 Wildfire,Wollondilly Complex
6916,2006,90000.0,1365,2006-09-24,2006-07 Wildfire,Wollondilly Complex
6917,2006,260000.0,1988,2006-09-24,2006-07 Wildfire,Wollondilly Complex
6918,2007,0.0,82,2007-11-18,2007-08 Wildfire,Wombat View
6919,2007,0.0,48,2007-11-18,2007-08 Wildfire,Coco Creek
6921,2007,190000.0,2455,2007-10-01,2007-08 Wildfire,Cabbage Tree
6922,2007,20000.0,643,2007-10-06,2007-08 Wildfire,Bola Creek
6923,2007,0.0,241,2007-10-11,2007-08 Wildfire,Waratah Bay B
6924,2007,0.0,10,2007-10-11,2007-08 Wildfire,Waratah Bay A
6925,2007,0.0,4,2007-10-11,2007-08 Wildfire,Waratah Bay C
6926,2007,3010000.0,14089,2007-10-01,2007-08 Wildfire,Little Pittwater
